COUNTRY,DATE,AUTHOR,PLATFORM,matched_keyword,TITLE,TEXT,post_reco,comment_text,comment_up,__source_file,judgment,evidence_source
KOREA,2021-10-31,ㅇㅇ (223.39),DCinside,설거지,[PTSD주의]......학창시절 찐따들 유형 ........txt,롤잘하는 찐따 - 여자친구 사겨본적 X - 학교성적은 3~4등급나옴 - 여자앞에서 존나수줍어함 - 일찐녀들이 귀엽다고 해주면 망상오지게함 - 축구할줄모르지만 수비수나 골키퍼 역할함 - 체육시간에 혼자 뒤에서 스마트폰함 - 플레~다이아수준의 롤실력을 가지고있음 - 롤을 잘해서그런지 남자애들이 은근따름 - 싸움잘하는 일찐이 표정ㅈ같다면서 이유없이 때림 - 롤갤에서 페쇼쵸까면서 가면쓰고 갈드컵대전함 - 인스타팔로워 30명이하 쳐맞고다니는 찐따 - 초딩때 여자친구 사겨본적 1번있음 - 학교성적은 5~6등급나옴 - 여자앞에서 쌘척하지만 ㅈ밥인거 탄로남 - 남친있는 일찐녀한테 고백했다가 까여서 구타당함 - 여자애들하고 놀고싶어서 나대고다니지만 안껴줌 - 잘나가는일찐 따까리짓하면서 찐따무리대장역할함 - 나름 찐따무리에선 사황이라불림 - 야갤에 야짤 올리고다님 - 후다인척하지만 연애한번못해본 아다임 - 메이플 헤네시스에서 타자치면서 패드립함 - 디코에서 여자목소리들리면 물소짓함 태생이 존재감없는 찐따 - 태생부터 여자들이 관심조차안줌 - 학교성적은 7~8등급 나옴 - 수학여행 버스탈때 아이스박스랑 짝꿍함 - 선생한테 이름불릴때마다 반분위기 싸해짐 - 남자애들조차 관심없어서 안놀아줌 - 자리바꿀때 맨뒷자리 좌석 짬처리 담당함 - 점심시간에 아무도 안깨워줘서 혼자먹으러감 - 같이먹을 친구가없어서 밥굶을때도있음 - 일베에 주작캡쳐해서 여친인증사진 올림 - 빼빼로데이때 자작극해서 일베에 인싸인척 주작글씀 - 던파함 인싸가 되고싶어하는 찐따 - 여자친구한테 항상 차이고다님 - 학교성적은 6~9등급나옴 - 멸치거나 어좁이임 - 스타일은 인싸스러운데 아싸같이생김 - 자기가 여자들한테 인기많은줄알음 - 머리신경 오지게쓰고 ㅈ같은귀걸이 차고다님 - 잘나가는 선배 아는척하면서 - 잘나가는일찐 따까리짓함 - 이쁘게생긴여자애 보빨하고다님 - 의외로 일찐녀와 사귄경험이있음 - 일찐녀가 바로 다른남자생겨서 하루만에 차임 - 여기저기 여자애들한테 찝적대지만 정작 솔로임 - 여자애들하고 놀고싶어서 나대고다니지만 안껴줌 - 일찐들한테 이유없이 쳐맞고다님 - 잘나가는일찐들한테 술담배 공급해주는 역할함 - 자기가 일찐무리 인싸인줄알지만 사실 빵셔틀임 - 롤도드럽게못해서 남자애들이 기피함 - 갑자기 찐따들한테 이유없이 화풀이함 - 친구한테 여자썰풀고다니지만 사실 씹구라임 - 야갤에 허언으로 여자썰풀고다님 - 인스타에 셀카올리지만 좋아요 10개미만임 본인이 찐따가 아닌줄아는 찐따 - 여자친구 사겨본적 있음 - 학교성적은 3~4등급나옴 - 여자한테 인기있는줄알지만 사실인기없음 - 잘해주면 나대기 시작함 - 이시대 최고스윗남이지만 여자들이 안사겨줌 - 학교에서 인기없는 여자애랑 사귐 - 롤은근잘함 티어는 골드~플레정도임 - 어릴때 술담배 빨리접함 - 여자애가 실체를알고 헤어지려하면 돌변함 - 여자애들한테 찝적대지만 바로까임 - 나대는것도 ㅈ같은데 찌질한성격을 가지고있음 - 노래방가서 김나박이수노래 부름 - 노래 ㅈ같이 못부름 - 야짤 500장 저장하고다님 - 일본AV배우 이름 다알고있음 성격ㅈ같은 찐따 - 여자에 관심없음 - 학교성적은 7~8등급나옴 - 입에 풀칠했는지 학교에서 아무말안함 - 자는척하면서 자기얘기하나 사주경계함 - 일찐들한테 이유없이 쳐맞고다님 - 불쌍해서 밥같이먹자해도 혼자먹는다고함 - 일찐녀들이 어쩌다 챙겨주면 사주경계함 - 착하게생긴 여자애가 잘해줘도 사주경계함 - 피해망상 만렙임 - 근데 얼굴 존나이쁜애가 말걸어주면 좋아함 - 하지만 본인의 현실을깨닫고 다시사주경계함 씹덕 찐따 - 여자보다 애니캐릭터에 관심많음 - 학교성적은 5~6등급나옴 - 학교에서 아무말안함 - 자는척하면서 스마트폰으로 애니봄 - 일찐들한테 이유없이 쳐맞고다님 - 자신이 나루토 마다라인줄 알음 - 일찐녀들이 씹덕이라 무시하면 대노함 - 착하게생긴 여자애가 잘해주면 실실쪼갬 - 핸드폰에 씹떡짤 100장 저장해놈 - 카톡프사가 러브라이브 주인공임 - 인스타가면 러브라이브짤밖에없음 - 가끔 SNS에 부모님이랑 찍은 사진올림 - 씹덕이라 놀리면 김희철도 씹덕이라며 자기합리화함 - 일뽕맞음 유쾌한척하는 찐따 - 여자에 관심존나많음 - 학교성적은 5~6등급나옴 - 학교에서 말존나많음 - 옆에서 냄새남 - 의외로 일찐들이 좋아함 - 일찐녀들은 ㅈ같다며 기피함 - 친구들이 놀리면 유쾌한척해댐 - 계속괴롭히면 각성해서 다패고다님 - 알고보니 싸움 존나잘함 - 어릴때 유도부 유단자 출신임 - 숨은 재야의 싸움고수 건들면 안되는 찐따 - 여자친구 사겨본적 X - 학교성적은 3~4등급나옴 - 사고쳐서 강제전학당했거나 퇴학당했음 - 금수저라 부모님이 억지로 학교생활유지시킴 - 여자애들이 눈빛보고 무서워함 - 음침하고 조용한성격이라 말수가 적음 - 잘나가는 일찐들도 건들면 칼맞을까봐 말안걸음 - 학교에서 싸움잘하는 일찐전용 셔틀 - 싸이코패스성격을 가지고있음 - 혼자다님 얼굴 예쁜 찐따녀 - 어릴때 남자친구 사겨본적 있음 - 학교성적은 2~3등급나옴 - 어릴때 인기는 존나많았음 - 얼굴이쁜데 왜찐따일까하지만 찐따임 - 성격존나착하고 남들한테 잘해줌 - 야붕이들한테 잘해줘서 착각하게만듬 - 의외로 찐따들이랑 사귄적있음 - 얼굴이뻐서 한녀들한테 ㅂㅈㅂ당함 - 또래여자애들한테 왕따당한경험 있음 - 남자들은 좋아하는데 여자들은 ㅂㅈㅂ느낌 - 야붕이들이 만만하게봐서 고백갈김 - 잘나가는일찐들이 귀엽다며 접근함 - 50%확률로 얼굴이쁜일찐 됨 - 한녀들이 하루종일 사주경계함 - 공부잘하는찐따녀 2명 짝지어서 다님 - 인스타에 찐따처럼 찍은사진 올림 - 이세상에서 존재할확률은 5%임 건들면 안되는 찐따녀 - 남자에 관심없음 - 학교성적은 2~3등급나옴 - 의외로 금수저임 - 남자애들이 눈빛보고 무서워함 - 음침하고 조용한성격이라 말수가 적음 - 잘나가는 일찐들도 무서워서 말안걸음 - 싸이코패스성격을 가지고있음 - 비슷한 성향인 1~2명과 짝지어서다님 - 애니에빠진 오타쿠임 - 트위터 메갈함 - 페미 X갈 찐따녀 - 남자에 관심많지만 사겨본적X - 메이플 랜선연애 경험있음 - 학교성적은 2~3등급나옴 - 존잘남에대한 환상을 가지고있음 - 남자애들이 그냥 ㅈ같아함 - 음침하고 조용한성격이라 말수가 적음 - 카톡프사가 귀멸의칼날 젠야츠임 - 단톡에선 말존나많지만 현실에선 조용함 - 찐따들도 짝꿍하기 싫어함 - 싸이코패스성격을 가지고있음 - 비슷한 성향인 1~2명과 짝지어서다님 - 메이플에서 사진도용해서 남자꼬신적있음 - 집에돌아오면 부모님한테 짜증존나냄 - 이쁜여자애 ㅂㅈㅂ 존나심함 - 이쁜여자애 뒷담 오지게 까고다님 - 이쁜여자애 루머 퍼뜨리고다님 - 트위터 메갈 VIP회원 - 페미글쓰면서 한남까고다님 설거지 고위험군 찐따 - 여자친구 사겨본적X - 학교성적은 1~2등급나옴 - 여자한테 관심은 엄청많음 - 성공해서 존예녀들 만나고싶어함 - 일찐녀들이 만만하게보고 갖고놀음 - 노래방가서 쇼미더머니나온 랩함 - 이쁜애들이 공부갈켜달라하면 망상버튼 발동 - 잘나가는 일찐들이 공부갈켜달라함 - 이쁜여자애 몇년동안 짝사랑하고있음 - 의외로 롤 존나잘함 티어는 플레~다이아 - 좋아하는여자애 상상하면서 DDR침 - 자기들끼리 노래방도가고 의외로 잘놀고다님 - 점심시간에 자기들끼리 무리지어서 다님 - 설거지 고위험군 - 야갤함,667,팩트) 이런글 쓰는 새끼는 인생에 하자가있다  - dc App,0,DC_new10_kw1.csv,misogyny,text
KOREA,2022-01-09,스나이퍼갑 (211.197),DCinside,설거지,뭐든지 반반을 주장하면서 돈벌이는 유일하게 반반을 주장하지 않는 한녀들,"요약 1. 연봉: 남편- 8500만 아내-1500만 2. 집안일은 지가 다한다고 찡찡 찍찍거리는 한녀충 3. 판년들도 절레절레 개팩트)) 한녀들은 집안일, 육아, 시댁 처가 주는 용돈 '반반' 등 뭐든지 '반반'을 주장함 그런데 ㅆㅂ 돈 벌어오는 건 절대로 '반반벌이' 주장 안 함 그냥 '맞벌이' 임 개 ㅆㅂ 미친새끼들 ㅉㅉ 대부분의 “맞벌이” 가정들이 남편이 더 힘들고 빡세고 어려운일을 소득이 더 높아서 '반반벌이' 가 아님 남편이 훨씬 더 벌거든 근데 ㅆㅂ 그걸 인정하면 지들이 꿇리니까 이딴 개 좆논리로 한녀충들이 “(니가 더 벌지만) 우리는 맞벌이니까 집안일도 반반, 시댁 처가 용돈도 반반하자” 라는 애미뒤진 주장을 쳐 하는거임 지금부터 “맞벌이”라는 애미뒤진 단어 말고 공평하게 “반반벌이”라는 단어를 씀으로써 한녀들이 소득은 '맞벌이' 로 주장하고 집안일은 '반반' 주장하는 이딴 가스라이팅에 낚이지말자 한녀와의 결혼은 뭐라고? 마지막에 먹은놈이 하는 설거지다 이런데도 피나 찍찍 싸는 한녀 뷰ㅈ 못빨아서 안달인 한남충들은 그냥 갱생불가인 병신 장애 저능아 새끼들이니까 운지로 효도하자^^ 그게 처음이자 마지막으로 효도하는거다 이기 그저... 머단하다! K-찍찍이!!!",275,한녀 특유으 그 밝은 미소 있잖아 그것때문에 한녀가좋음,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-26,ㅇㅇ (221.167),DCinside,설거지,설거지 퐁퐁하면서ㅜ존나놀렸는데,돈은 그리많이 못버는데 집에 돈좀있고 이번에 청약될집 34평형 7억정도 될거고 차도이미 있고 가전만 넣으면 ㄹㅇ 시발 결혼만하면 자동 설거지 당첨이잖아 - dc official App,0,조건녀 스폰녀 불러서 가끔 떡치는게 답  - dc App,0,DC_new10_kw1.csv,misogyny,text
KOREA,2022-02-17,스나이퍼갑 (211.197),DCinside,설거지,복습업) 음탕하고 문란한 이지걸 한녀충들의 통계,"멍청한 빡대가리에 한녀 뷰ㅈ에 정신팔려서 대가리 깨진 흑우 한남충 ㅂ빨러 야붕이 새끼들아 너희를 위한 한국여자가 왜 더러운 년들인지 다시 한번 복습하는 글을 마련해봤어^^ 이거랑 반페미 한녀 글은 매주 주말마다 올릴거니까 대가리 나쁘면 그냥 외우자 이렇게 개 좆같이 못생긴 년들이 대다수이고 이거보다 이쁜년들은 9할 이상이 성괴한녀충이라고 보면 된다 근데 저렇게 못생긴 도태한녀충들도 꼴에 여자라고 ㅈㄴ게 밝혀서 성병발병률이 한남 5배임 ^오^ 심지어 10대 한녀유충들도 한남들에 비해서 압도적인 수치! 세계 어느나라를 가도 ㅆㅂ 남자들이 여자들보다 성병발병률 높은데 이건 그냥 유일무이한 통계다 이거야! 어휴 더럽다 더러워ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㄱㄱㅋㅋㅋㅋㅋ 아무리 명품이랑 해외여행이 좋다지만 난생 첨보는 애들 물까지 받아가면서 저러고 싶을까???? 니들이 허영심만 넘치는 한녀충을 설거지하면 과연 어캐될까??? 설거지를 마다하고 승리좌 말대로 먹기만 해도 나중에 성무고로 배탈난다 이기 물질주의 지수 세계 최고 감사지수 세계 최저 성형수술 비율 세계 1위 ^오^ 2030 한녀벌레들 페미 비율 세계최저의 신체스펙을 가진 한녀충답게 무골반&소슴소젖인데 심지어 뚱뚱하기까지????? 이정도면 그냥 머리만 긴 한남 아니냐???? 바지 내리지 않는 이상 암수구분이 불가능하겠노 이기ㅋㅋㅋㅋ 낙태 110만명에서 150만명으로 개떡상????? 태아슬레이어 칭호에 걸맞게 자궁에 쇠꼬챙이 Mix 하느라 열일하노 이기 남녀 결혼 비용(2013년 기준) 이혼시는 특유재산 포함 반띵 결혼비용이나 한녀 표독스러움을 깨닫고 설거지 거부하면 칼찌당함 ^오^ 이혼 존나게 하는 이유가 뭐겠냐??? 니들 재산을 재산분할&위자료랍시고 존나게 쳐먹으려는거지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ 2030 한녀충들은 헬조선 역사상 586이랑 더불어 최악의 세대 아니겠냐? 희대의 기생충년들이 ㅉㅉ 이건 본인이 사업체 굴리는 놈이라면 따로 회사 법인 하나 만들어서 재산 옮겨놓으면 방어 가능한데 니들한테 해당되는 얘기 아니니까 pass~ 기혼여성의 외도 비율ㅋㅋ 이로 인한 결과는 밑짤들로 설명 대신한다 애를 싸질러도 대다수 애새끼들 생김새만 보면 그냥 성욕부산물인데 애정이 갈거같아???? 아무리 고슴도치도 지 새끼는 예쁘다 예쁘다 하지만 저건 그냥 선넘었지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㄱㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 친자불일치 40퍼에 친자확인 제도적으로 막자 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ 한녀충 설거지해서 구차하게 ㅅㅅ하자고 애원해서 부산물 싸고 아득바득 사는것도 ㅈ같은데 그 부산물이 지 자식이 아닐까봐 걱정하고 살고싶냐? 심지어 출산률 세계최저는 물론 전업주제에 보육시설은 존나게 이용하고 놀고먹는 기생충년들 그 벽들을 다 뚫어도 퐁퐁남 대다수의 현실 더 놀라운건 퐁퐁남들은 죽지만 않아도 다행임 하지만 여기서 끝나면 한녀가 아니지ㅋㅋ 이 모든 시련을 전부 악으로 깡으로 버텨도 기다리고 있는 것은 황혼이혼이란 말씀!! 이게 한녀충이다 개병신들아 한녀의 실체가 이따구인데 아직도 한녀 뷰ㅈ냄새 킁킁거리는게 좋아 미치겠어? 그럼 넌 예비 퐁퐁이다 븅신아 이쯤되면 한녀와의 결혼이 뭘 의미하는지 알겠지??? 답지를 손에 쥐어주면서 떠먹여줘도 모르면 뭐다? 병신이다^^ 한녀와의 결혼은 뭐라고? 마지막에 먹은놈이 하는 설거지다!!! 엠창인생 인망새 도태한남충으로 살기 싫다면 한녀는 거르자 이기 ???: 결혼하지마... ???: 왜요??? ???: 그냥 하지말라면 하지마 이 씨발새끼야. 이게 왜나왔겠노ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋ 국가가 젊은 한남들을 미친듯이 수탈하고 착취하고 대가와 존경없는 희생을 강요하면서 한녀들한테 조롱받아도 방관하는거 ㅈ같지? 이에 대한 유일한 복수방법은 한녀와의 결혼 보이콧이다 한녀충이랑은 결혼해주지 말자 그리고 이건 뭐 소수에 불과하겠지만 가능하면 탈조하거나 결혼이 ㅈㄴ 하고싶은 새끼는 국결 가즈아ㅏㅏㅏㅏㅏ ""내가 선택한 한녀는 선하고 참한 한녀일거야!"" 라고 생각하는 병신들 꽤 있는데 응 아니야 병신아 한녀는 다 똑같다 다 똑같고 애미뒤진 마인드 가진 씨발창년의 새끼들이 존나게 많으니까 나라가 이꼴난거다 이 병신들아 정신차려라 해외에서 한녀들 조롱하는 KFC 뜻: Korean Fucking Cunt 그저 ... 추잡하다 ! K-Dirty girl!!!",256,"성병은 ㅋㅋ 한남좆이 타국남들이랑 다르게 존나 더럽고
비위생적이니까 걸리는거고 더러운생좆 보지에 넣으면
걸리지ㅠㅠ 으 씨발",0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-23,ㅇㅇ (211.119),DCinside,설거지,야추) 의느님도 인정한 설거지론 심층 분석...jpg,"필력보소 씹 ㅎㄷㄷ 더 큰 문제는... 이론이 나오기전부터 이미 30대 미혼율 50% 돌파 ㄷㄷ 아.. 결혼시장 핵폭탄급 파급력으로 예상되는 이론의 정립, 설거지론... 위 예상보다 250년 정도 앞당겨질 듯 ㄷㄷ",2425,ㅇㄹ,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-24,ㅇㅇ (211.227),DCinside,설거지,퐁퐁남 모임 틀리앙 설거지론 반응ㅋㅋㅋㅋㅋㅋㅋ.jpg,단체로 빈 댓글 달면서 부들대기 입갤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 통쾌하면 개추~!,1233,정치를 떠나서 저기가 퐁퐁이들 집합소잖아 ㅋㅋㅋ,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-11-12,스나이퍼갑 (223.38),DCinside,설거지,음주음전하고 돌진해서 사람 죽인 한녀,"요약: 30대 한녀가 술쳐먹고 만취상태로 새벽에 벤츠 몰고다니면서 공사장으로 돌진해서 노동자 박아서 죽인 글 ㅋㅋㅋㅋㅋ 심지어 음주운전 전과도 있는데다가 피해자 가족에게 사과도 거부함ㅋㅋㅋㅋ 한녀와의 결혼은 뭐다? 마지막에 먹은놈이 하는 설거지다^^ 진짜 한녀들은 사람 죽이는게 일상이노 ㅋㅋㅋㅋㅋ 성형수술, 낙태, 성무고, 원정성매매 1위에 친자불일치 40퍼, 시체 110만 마리 생산 이 대기록 그랜드슬램의 주인공은 스시녀도 갓양녀도 무슬림녀도 아니고 한녀다 그저....지랄났다! K-한녀!!! ㅋㅋㅋ",603,안지치냐?  - dc App,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-24,ㅇㅇ (175.200),DCinside,설거지,싱글벙글 4단계 진입한 나무위키 퐁퐁이 형님,맞벌이는 설거지 아니죠?'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ - dc official App,488,"근데 보통 발작하는 애들은 지금 결혼 생활 자체에
불만이 있는거임. 아내가 자길 아껴준다는 생각이 안 드는거지.
흙수저론 얘기할 때 화가 나지는 않잖아. 비슷함ㅋㅋ",0,DC_new10_kw1.csv,misogyny,text
KOREA,2022-01-18,스나이퍼갑 (211.197),DCinside,설거지,꿀대꿀대 거리는 한양여대 에타...,"요약 한양여대 에타에서 군대 비하하고 선동과 날조로 쇼부하는 것도 모자라서 비판하는 한녀들도 흉자로 만드는 한녀충들 역시 ""해줘"" 세대 답게 알려줘 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 흑우 물소 보빨러 새끼들아 이딴 병ㅡ신새끼들 설거지해서 인생 아작나고 싶노? 이래도 한녀가 우리랑 같은 동료시민이냐?? 개 씨팔창년의 씨발새끼들 ㅉㅉㅉㅉㅉ 명심해라 한녀는 모든 부분에서 한남들한테 기생하는 기생충 그 이상도 그 이하도 아니다 여대도 한남이 만들었고 폰도 한남이 만들었고 지들이 먹고 자고 쌀때 쓰는 모든 용품들도 한남이 만든건데 양심이 있어야지 심지어 낙태도 한남이 해주고 지들이 성욕 해소할때 쓰는 딜ㄷ조차 한남이 만든거임ㅋㅋ 이거 두가지는 명심하고 또 명심해라 1. 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 2. 한녀는 우리랑 같은 동료시민이 아니다 그저 ... 지랄났다 ! K- 낙태머신 !!!",699,죽이고싶은 사람끼리 죽여 ㅇㅇ,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-07-24,광주는복덩이야.,DCinside,설거지,남편이 두집 살림 하는 것 같다는 K-한녀!,3줄요약 1. 유부남을 유혹해서 한 가정을 망가뜨린 한녀가 신세한탄 함 2. 남편이 전처와 그 딸한테 경제적 지원한다고 ㅈ같다고 씨부림 3. 판년들조차 절레절레함ㅋㅋㅋㅋㅋㅋㄱ 한녀와의 결혼은 뭐다? 마지막에 먹은놈이 하는 설거지다^^ 끼리끼리 잘 만났노ㅋㅋ 어떻게 부부가 저렇게 잘 어울리고 근본이란게 없을 수가 있을까ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 첩년주제에 징징거리는거 ㅈㄴ 꼴사납노ㅋㅋ 유부남을 꼬신 K-한녀나 홀라당 넘어가는 K-한남이나 유유상종이노 니가 선택한 한남이다 악으로 깡으로 버텨라^^,542,발기하려하네 자꾸,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-25,마리모,MLBPark,설거지,사회 설거지론이 점점 정리되네요,"1. 서로가 사랑한다면 조건이 어떻든 퐁퐁 아님
2. 사랑없이 비지니스적으로 (듀오, 의무감, 선) 한 결혼에서 비지니스에 개발림 = 퐁퐁
추천
0
공유",0,이게 맞는건데 좀 이상한 소리하는 분들이 많더라고요,0,MLB_전체_KW1.csv,misogyny,title
KOREA,2021-10-22,ㅇㅇ (121.136),DCinside,설거지,설거지론 부르짖는 야갤 여혐충들 현주소...jpg,,418,반박은 못하고 그저 인신공격만ㅋㅋㅋ,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-24,ㅇㅇ (182.211),DCinside,설거지,전남대 설거지론 반응....jpg,,839,익명 6 개발작일으키네 ㅋㅋㅋㅋㅋㅋㅋㅋ 떳떳하면 저렇게 입이 길지가 않지  - dc App,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-23,골덴글러브,MLBPark,설거지,사회 설거지론이 유행하는 거 보니 나라가 망조가 들긴 했네요,"사실 한국 사회에서 결혼이란 것은
솔직히 꼭 해야 하는지 모르겠지만
남들 다 하니까 왠지 꼭 해야 할 거 같고
안 하면 사회에서 도태되는 인간으로 낙인 찍히므로
결혼정보회사를 가건, 국제결혼을 하든
어떻게든 완수해야 하는 통과의례 같은 거였죠
그런데 최근 몇년간 페미가 기승을 부리고
그에 대한 반작용으로 반페미 또한 기세가 대단해서
안 그래도 결혼에 대한 의무감이 옅어질 때쯤
이 상황들이 비혼 유행에 기름을 부은 상태였는데
설거지론까지 이제 떠도는 정도가 됐으니 망조가 들긴 했네요
결혼이 정답이란 건 아니지만 그래도 지속적인 출산이 따라줘야
국가가 유지가 되므로 어쩔 수 없이 결혼을 많이 할수록
국가에는 유리한 건데
설거지론 자체가 위에서 말한 억지 결혼에 대한 수요에
특히 연애시장에선 밀려나 있던 사람들 대상에겐
더욱더 불편한 사실을 전달해서 의욕조차 상실시키는 관념들이 또 퍼져나가겠네요
오늘 기사 보니 생애 미혼율이 남자는 30% 정도로 예상되던데
이거보다 더 높아질 거 같습니다
여러모로 봤을 때 우리나라는 지금 이미 달이 다 차오른 상태고
이제 기우는 일만 남은듯 하네요
추천
0
공유",0,원래 페미 최종 목표가 결혼 안 하는 세상 만들기라죠,0,MLB_전체_KW1.csv,misogyny,title
KOREA,2021-10-23,ㅇㅇ (118.235),DCinside,설거지,철학전공 설거지론에 대해 고찰.jpg,"인생의 3대 진리부터 알고가자. 사람의 인생은 한번뿐이다. 이 세상에 영원한 것은 절대 없다. 사랑은 불과 같다. 이 세상과 인간의 삶에는 수많은 진리가 있지만 그 중 세가지를 뽑아본 것이니 이 세가지가 진리의 전부라고 착각은 하지 말자. 이 세가지 진리는 모두 일맥상통하며 우리의 삶과 아주 밀접한 연관이 있다. 자. 본격적으로 그리고 단도직입 적으로 말해볼게. 사람인생? 한번 뿐이다. 이 말에 거짓이나 모순이 있다면 반박해봐라. 신으로 숭배하마. 사람의 인생은 나도 한번 너도 한번 모두에게 평등하게 주어진 원코인 인생이다. 이 한번 뿐인 인생에 영원한 것은 절대 없다. 그것이 설령 사랑일 지라도. 그리고 사랑은 불과 같다. 장작을 넣어주면 더 크게 타오르고 장작을 넣지 않는다면 그 불은 서서히 죽어간다. 한번 뿐인 인생에서 단 한명을 영원히 사랑한다? 10억분의 1 확률이다. 모든 사람은 수많은 사람을 사랑했다가 미워했다가를 반복한다. 그리고 나도, 너도 그 중 하나였을 뿐이거나 그 중 하나인 것이다. 사람이 인생에서 단 한명만을 영원히 사랑한다는 신과 부모님에 필적한 사랑을 기대하지 마라. 심지어 이 세상은 부모도 신도 배신을 하는 세상이다. 아니라고? 주변을 둘러봐라 믿었던 부모가, 자식이, 굳게 믿었던 신마저 배신하는 세상이다. 자식을 죽이는 부모. 부모를 죽이는 자식. 신에게 살려달라고 기도하지만 결국 죽는 사랑하는 이들. 영원한가? 당신의 목숨, 사랑, 곁에 있는 모든 존재가 영원한가? 이 말에 거짓이 있거나 모순이 있다면 반박해보라. 신으로 숭배해주마. 이 세상 사람들은 모두 영원하지 않은 세상에서 영원하지 않은 사랑을 하며 영원하지 않은 삶을 살아간다. 그렇기 때문에 한번 뿐인 인생에서 최대한 많은 사랑을 해보려고 하는 것이 어쩌면 인간이라는 영혼에 새겨진 본능과도 같은 것이다. 왜? 한번 뿐인 인생이니까. 그리고 영원한 것은 없으니까. 설거지? 왜 그렇게 생각하나. 털어서 먼지 안나는 사람이 있던가? 본인은 완전히 순결무구해서 그런 생각을 가지는 것인가? 한 사람을 한 평생동안 영원히 끊임없이 사랑할 자신이 있어서 그런 생각을 하는 것인가? 나는 사랑을 몰랐던 자들도 무분별한 사랑을 했던 자들도 비난하고 조롱할 생각이 전혀 없다. 왜냐? 이 세상에는 이런 사람도 있고, 저런 사람도 있기 때문이다. 각자가 주어진 운명속에서 삶을 살아가고 그렇게 살아왔기 때문에 그런 것 뿐이다. 무엇이 문제인가? 무엇이 정의인가? 답은 있긴 있다. 하지만 그 답또한 영원한 것이 아니며 각자에게 또다른 의문을 제시할 뿐이다. - dc official App",1,2줄이상 안읽어,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-24,ㅇㅇ (211.223),DCinside,설거지,아니 설거지론은 아다가 핵심이.아닌데....,지좆으로 살다가 능력 돈은 좆또 없는데 돈만 보고 결혼하는게 설거지인데 곡해하는 애들 많노,0,처녀성도 절대 무시할 수 없다,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-24,하....주석,MLBPark,설거지,사회 설거지론의 결혼 = 경제적 부양 계약 정도로 보면 되나요??,"계약 보장성을 위한 특약으로
애기 납품정도 추가된 계약서 작성한 불공정계약 맞죠?
추천
0
공유",0,그것도 친자검사 통과 이후에나 해당,0,MLB_전체_KW1.csv,misogyny,title
KOREA,2021-07-29,ㅇㅇ (222.114),DCinside,설거지,어질어질... 남친한테 혼전순결을 주장하는 K-한녀!,"3줄요약 1. 글쓴 게이는 혼전순결 주장하는 한녀를 털끝 하나 건들지도 않았음 2. 까고보니 한녀는 글쓴놈이 군대에서 뺑이칠때 몸 막굴리고 다닌 수건중에 수건이었음ㅋㅋ 3. 씨ㅡ발놈이 결국 한녀를 방생함 ㅉㅉ 진짜 걸레중에 상걸레네 ㅉㅉ 근데 더 웃긴건 댓글 상태도 씨발 존나 노답임ㅋㅋㅋㅋ 이래도 한녀 좋다는 놈들 있냐? 한녀와의 결혼은 뭐다? 마지막에 먹은놈이 하는 설거지다^^ ㄹㅇ 일본여자 외국여자가 답이다 한녀 만날바엔 독신이 낫지 한녀 가성비: 키 좆만함, 와꾸 빻은 성괴, 껌딱지, 2030 한녀들 대다수가 꼴페미, 남자 돈만 밝힘, 표독스러움, 맨날 ""해줘"" 거림 그저... 대단하다! K-한녀!",895,"순결말하는건 내맘이지병신년아
어차피 ㅈ저여자가 다른사람한테.몸대주는.거때문에 헤어제는건데 ㅋㅋ",0,DC_new10_kw1.csv,misogyny,text
